SYMBOL	mean	std
DMAC1	5.063172	0.5962525
DMAC2	5.3803716	0.42475203
DMAC2L	3.8217907	0.49883008
DMAP1	5.060594	0.5844083
DMBT1	0.5419749	0.95878506
DMBX1	0.7512567	0.7913548
DMC1	1.0073917	0.6402758
DMD	3.5074131	1.3150735
DMGDH	1.1403729	0.5783183
DMKN	4.199673	1.6404605
DMP1	0.1619072	0.39329967
DMPK	4.3839493	0.81715363
DMRT1	0.16354254	0.46019375
DMRT2	0.7027808	0.61873156
DMRT3	0.80211735	0.6383883
DMRTA1	0.8811384	1.0190355
DMRTA2	0.16215245	0.47830302
DMRTB1	0.012877904	0.11007658
DMRTC1B	0.022582104	0.04688401
DMRTC2	0.2577977	0.52856475
DMTF1	5.531908	0.65207064
DMTN	4.1545286	1.2107338
DMWD	4.680038	0.43706024
DMXL1	5.462087	0.81349516
DMXL2	4.4996214	0.8587819
DNA2	3.3140645	0.83733296
DNAAF1	2.0204222	1.1840558
DNAAF2	4.0432096	0.46904886
DNAAF3	1.401494	0.9089164
DNAAF4	0.753512	0.3845121
DNAAF5	5.4975805	0.49553955
DNAH1	3.164382	0.7852593
DNAH10	1.2964649	0.7014492
DNAH10OS	2.3332632	0.9190494
DNAH11	1.111841	1.194069
DNAH12	0.82169855	0.73497957
DNAH14	3.7496076	0.7385265
DNAH17	1.819954	0.8596254
DNAH2	2.242243	1.1681532
DNAH3	0.6845702	0.8409723
DNAH5	3.6598008	1.5881902
DNAH6	1.372392	0.8431198
DNAH7	2.01197	0.9935302
DNAH8	0.32425725	0.43221486
DNAH9	0.64962786	0.7423722
DNAI1	1.282918	1.0143033
DNAI2	0.0878347	0.22734568
DNAJA1	7.8551164	0.5569028
DNAJA2	6.3214216	0.5256676
DNAJA3	6.303197	0.51083606
DNAJA4	5.7844944	1.0302147
DNAJB1	7.4556966	0.51992875
DNAJB11	5.0982947	0.52524346
DNAJB12	6.082121	0.44558394
DNAJB13	0.28819826	0.2987245
DNAJB14	5.35998	0.6523731
DNAJB2	6.6804943	0.62595963
DNAJB3	0.010780102	0.08749509
DNAJB4	4.2170634	0.682559
DNAJB5	3.2342982	0.6505952
DNAJB6	6.8633037	0.48655432
DNAJB7	0.126409	0.16429491
DNAJB8	0.0070213443	0.034023404
DNAJB9	5.2891707	0.62273586
DNAJC1	6.244939	1.0023077
DNAJC10	7.338876	0.6146588
DNAJC11	4.9057817	0.5433364
DNAJC12	4.468651	2.038776
DNAJC13	6.2780643	0.5723301
DNAJC14	4.2002945	0.7519961
DNAJC15	5.247509	0.82928175
DNAJC16	5.2455006	0.5901392
DNAJC17	3.79547	0.6696974
DNAJC18	3.1692529	0.57648075
DNAJC19	5.135827	0.5985258
DNAJC2	4.968433	0.50891554
DNAJC21	6.104248	0.45598188
DNAJC22	3.696692	1.5362452
DNAJC24	3.7781131	0.5130316
DNAJC25	3.599278	0.4261507
DNAJC25-GNG10	0.0013353038	0.008899739
DNAJC27	3.0527606	0.52586204
DNAJC28	1.4091698	0.43391764
DNAJC3	6.803728	0.65288246
DNAJC3-DT	2.2663836	0.6715034
DNAJC30	3.9356124	0.5220709
DNAJC5	6.8643603	0.5659647
DNAJC5B	0.99134475	0.73105425
DNAJC5G	0.03163749	0.092865966
DNAJC6	2.3494234	1.2220169
DNAJC7	6.0543036	0.4353413
DNAJC8	6.483394	0.36000177
DNAJC9	3.707244	0.58567667
DNAL1	4.438162	0.74302655
DNAL4	4.7997174	0.578
DNALI1	4.69147	2.0076673
DNASE1	4.1882267	0.80396044
DNASE1L1	3.3657272	0.49847665
DNASE1L2	1.1394526	0.7412742
DNASE1L3	0.9393212	0.78408104
DNASE2	6.3285084	0.52200425
DNASE2B	0.5336632	0.7644226
DND1	0.0	1e-06
DNER	0.7300017	1.2448049
DNHD1	3.1222565	0.84029347
DNLZ	0.21443331	0.18930262
DNM1	4.066061	0.92486733
DNM1L	6.3650265	0.5027397
DNM1P46	0.17758003	0.17960922
DNM2	7.0266385	0.4498895
DNM3	2.4571412	0.8478977
DNMBP	4.8351383	1.0579137
DNMT1	6.747091	0.66350114
DNMT3A	5.6359577	0.5979831
DNMT3B	3.1294591	0.95652723
DNMT3L	0.012511052	0.042721253
DNPEP	6.5727534	0.5392799
DNPH1	4.391463	0.95855945
DNTT	0.02568065	0.06439422
DNTTIP1	4.9012675	0.5397739
DNTTIP2	6.1800084	0.433904
DOC2A	1.8818951	1.1994845
DOCK1	6.284093	0.71984583
DOCK10	4.6457553	1.0232582
DOCK11	4.0898824	0.99864596
DOCK2	4.3502765	1.1093826
DOCK3	1.5564754	1.1836557
DOCK5	4.9760513	0.86924523
DOCK6	5.094024	0.5905658
DOCK7	5.602439	0.74305004
DOCK8	5.1648083	1.0158573
DOCK8-AS1	0.99722844	0.5986603
DOCK9	6.078281	0.7807414
DOHH	3.5048966	0.8313873
DOK1	3.9794421	0.9467436
DOK2	2.6304708	1.0716343
DOK3	3.2907677	0.738392
DOK4	4.031916	0.6908145
DOK5	1.832505	0.89866966
DOK6	1.6229889	0.80958956
DOK7	2.5641124	1.6906321
DOLK	4.6166863	0.5140127
DOLPP1	4.6182623	0.5066082
DONSON	3.9190583	0.7211723
DOP1A	4.3551035	0.7711606
DOP1B	6.2953057	0.85222703
DOT1L	4.7615294	0.6063817
DPAGT1	5.645875	0.5401614
DPCD	4.287212	0.6885909
DPEP1	1.1718346	0.78586024
DPEP2	1.4093484	0.6483391
DPEP3	0.12039106	0.15752721
DPF1	0.8020745	0.5154197
DPF2	5.961396	0.43467778
DPF3	0.89307255	0.73534846
DPH1	3.8433237	0.5505875
DPH2	4.665422	0.5640899
DPH3	4.8493333	0.4030602
DPH5	4.5203733	0.44576517
DPH6	3.1220188	0.5403836
DPH6-DT	0.22823817	0.2119827
DPH7	4.2409973	0.5923581
DPM1	5.320363	0.54063636
DPM2	5.8342376	0.5682138
DPM3	4.3091154	0.8909289
DPP10	0.44815037	0.90568465
DPP3	5.793241	0.6852197
DPP4	3.130804	1.1868197
DPP6	0.34929442	0.6135125
DPP7	6.648183	0.8728203
DPP8	5.6057277	0.6085192
DPP9	6.0379305	0.56792927
DPPA2	0.027251512	0.18616337
DPPA3	0.007877772	0.03455602
DPPA4	0.10873157	0.16927098
DPPA5	0.005422311	0.02683667
DPRX	0.015196926	0.12605411
DPRXP4	0.20667861	0.20458508
DPT	3.0081012	1.3621635
DPY19L1	4.6321483	0.80868053
DPY19L2	1.3206868	0.8741576
DPY19L2P2	0.9765849	0.84857684
DPY19L2P4	0.80023056	1.0985984
DPY19L3	5.516778	0.65762055
DPY19L4	5.2229915	0.7429669
DPY30	5.4114847	0.49883887
DPYD	4.4424014	1.0001503
DPYS	0.20390259	0.2670298
DPYSL2	6.3113194	0.8463045
DPYSL3	7.1034346	1.1293057
DPYSL4	1.709869	1.1737905
DPYSL5	0.4915343	1.1464291
DQX1	1.2108158	1.1631078
DR1	6.224151	0.45813265
DRAIC	2.5276065	1.4985292
DRAM1	4.737716	0.8150596
DRAM2	5.756667	0.5462673
DRAP1	6.108751	0.8264755
DRAXIN	1.3285439	0.9123071
DRC1	0.38669455	0.583458
DRC3	2.7759342	0.99713254
DRC7	0.276191	0.4570372
DRD1	0.3677259	0.5910959
DRD2	0.70829797	0.9395046
DRD3	0.020818088	0.065567724
DRD4	0.79849684	0.5602046
DRD5	0.025070978	0.093237
DRG1	5.9082174	0.48305467
DRG2	4.506933	0.48634407
DRGX	0.043347176	0.19157545
DRICH1	0.28946555	0.22533463
DROSHA	6.157003	0.4914162
DRP2	1.0463355	0.589764
DSC1	0.39650467	0.46360505
DSC2	5.7733703	1.5760146
DSC3	3.070932	2.1870987
DSCAM	0.3263104	0.514491
DSCAML1	0.90613204	0.9240782
DSCC1	3.3545713	0.97017056
DSCR10	0.010013863	0.060703706
DSCR4	0.019842137	0.12391214
DSCR8	0.10163828	0.3960909
DSCR9	0.14426345	0.14713603
DSE	4.8598537	0.8347986
DSEL	2.8589826	1.101523
DSG1	0.9169021	1.5473424
DSG2	7.2091155	1.0218939
DSG3	2.4900987	2.2300777
DSG4	0.06759136	0.14465155
DSN1	4.836492	0.6671825
DSP	9.23083	1.457979
DSPP	0.038773004	0.17340343
DST	7.2844768	1.1531914
DSTN	8.970696	0.6012883
DSTYK	5.4992805	0.6082085
DTD1	3.5349224	0.70168287
DTD2	2.2917821	0.6106811
DTHD1	0.692205	0.6756499
DTL	4.74089	1.0645525
DTNA	3.9146957	1.4560604
DTNB	4.7356873	0.6984886
DTNBP1	4.4879794	0.486732
DTWD1	4.5235868	0.5394774
DTWD2	3.8673103	0.72721905
DTX1	2.4958415	0.9508774
DTX2	4.363036	0.7001863
DTX2P1-UPK3BP1-PMS2P11	0.1726581	0.1541284
DTX3	4.9357443	0.79316914
DTX3L	6.798662	0.71619564
DTX4	4.361499	1.2020235
DTYMK	4.8239827	0.61578226
DUBR	3.2677717	0.9466818
DUOX1	2.8889072	1.2376697
DUOX2	0.7169183	0.7200937
DUOXA1	1.0530782	0.99885094
DUOXA2	0.115180105	0.207887
DUS1L	6.483448	0.76649463
DUS2	3.4248683	0.5288013
DUS3L	3.7957501	0.6737679
DUS4L	2.5253422	0.47532725
DUSP1	6.7479854	1.3635187
DUSP10	4.4906545	0.9813964
DUSP11	4.6972632	0.3585348
DUSP12	4.143526	0.511959
DUSP13	0.5059653	0.7737638
DUSP14	4.5803676	0.6445443
DUSP15	1.7733757	1.1944717
DUSP16	6.650632	0.8144968
DUSP18	2.2677848	0.4079817
DUSP19	2.0286682	0.54410374
DUSP2	3.1860569	1.0271499
DUSP21	0.002369251	0.014382084
DUSP22	5.0052214	0.542624
DUSP23	5.14129	0.81333476
DUSP26	0.3198078	0.5176472
DUSP28	2.470847	0.44645414
DUSP3	6.296711	0.52346474
DUSP4	6.691224	1.8303361
DUSP5	5.682107	1.1021134
DUSP5P1	0.2503441	0.49606436
DUSP6	5.5159316	1.0467435
DUSP7	4.471328	0.57915205
DUSP8	4.0391493	0.94008565
DUSP9	0.8222051	1.0769582
DUT	5.591672	0.55383384
DUX4L1	0.0	1e-06
DUX4L4	4.830228e-05	0.0011304715
DUX4L9	0.05324908	0.1936973
DUXA	0.0072817826	0.04472995
DUXAP10	1.2109525	0.7136722
DUXAP9	0.62288976	0.46541524
DVL1	5.651467	0.78193873
DVL2	4.96903	0.51392543
DVL3	6.9635725	0.4346421
DXO	3.639453	0.6128435
DYDC1	0.058457065	0.1340169
DYDC2	0.8326229	0.8272371
DYM	5.876232	0.47454333
DYNAP	0.037590906	0.17333886
DYNC1H1	8.627335	0.5896818
DYNC1I1	1.4192597	0.8804322
DYNC1I2	6.879676	0.5671847
DYNC1LI1	5.6922216	0.52806765
DYNC1LI2	6.2667413	0.86848354
DYNC2H1	4.314427	1.112764
DYNC2LI1	4.558088	0.54606366
DYNLL1	7.551947	0.46243536
DYNLL2	7.386686	0.59101045
DYNLRB1	3.207396	0.738579
DYNLRB2	1.3683254	0.82189286
DYNLT1	6.4945464	0.59581876
DYNLT3	5.4007773	0.67532593
DYRK1A	6.5246067	0.47333187
DYRK1B	4.8865714	0.74794674
DYRK2	5.39193	0.6561101
DYRK3	4.4214745	0.9310916
DYRK4	3.9172194	0.66937196
DYSF	4.7787952	0.75995904
DYTN	0.008916901	0.050792128
DZANK1	3.05116	0.7173904
DZIP1	3.2930725	0.97734517
DZIP1L	2.0391603	0.7289068
DZIP3	4.5893817	0.73367393
E2F1	4.2959805	1.1220508
E2F2	3.2028582	1.0927584
E2F3	4.866427	0.8091339
E2F4	5.477145	0.50749487
E2F5	3.5207484	0.8038298
E2F6	3.8564925	0.45182708
E2F7	2.42442	1.0664129
E2F8	2.556571	1.1220738
E4F1	5.047793	0.76545167
EAF1	4.9673715	0.5824572
EAF2	2.2105842	0.8535031
EAPP	5.5120597	0.51646435
EARS2	5.6323867	0.58568835
EBAG9	5.0489826	0.5933615
EBF1	3.3886209	0.96232283
EBF2	2.0633419	0.86184907
EBF3	1.9764916	0.86820877
EBI3	1.6679834	0.8381296
EBLN1	0.035202228	0.2487527
EBLN2	0.81690615	0.4589373
EBNA1BP2	6.0835476	0.5292416
EBP	4.0379853	0.77415764
EBPL	4.751897	0.67305166
ECD	5.441228	0.45934206
ECE1	7.960265	0.7599609
ECE2	0.014414742	0.08269844
ECEL1	1.0256281	1.1274909
ECH1	6.044447	0.72124785
ECHDC1	5.0606356	0.8951655
ECHDC2	5.6645803	0.8696585
ECHDC3	4.11538	0.94044393
ECHS1	7.013913	0.5949571
ECI1	5.694618	0.8428825
ECI2	4.6564636	0.9191636
ECI2-DT	0.28192747	0.18590309
ECM1	5.9802375	1.7234831
ECM2	4.2078485	1.1599579
ECPAS	7.4230146	0.46628112
ECRG4	1.3530426	1.3750111
ECSCR	0.8766991	0.47472316
ECSIT	4.929608	0.64359385
ECT2	5.7354074	0.90970623
ECT2L	0.8443306	0.61800486
EDA	1.2039136	0.62876
EDA2R	2.1793118	0.9038583
EDAR	0.34230044	0.61495644
EDARADD	2.8348317	1.569077
EDC3	5.14688	0.40081516
EDC4	5.158926	0.6518359
EDDM3A	0.083576515	0.27040255
EDDM3B	0.2212352	0.5427477
EDEM1	6.3862443	0.7002744
EDEM2	5.192567	0.49625406
EDEM3	6.543404	0.82637787
EDF1	7.5364933	0.7375933
EDIL3	4.736789	1.4907209
EDN1	3.188681	1.2868133
EDN2	2.4090235	1.3862327
EDN3	0.79582435	1.205755
EDNRA	4.817284	1.0557914
EDNRB	3.2329073	1.0541471
EDNRB-AS1	0.045786027	0.09024741
EDRF1	4.0461183	0.54715073
EEA1	5.229704	0.7306754
EED	4.3556776	0.51327246
EEF1A1	12.159282	0.586951
EEF1A2	5.0519357	2.6210713
EEF1AKMT1	3.17427	0.49867287
EEF1AKMT2	3.079374	0.54616827
EEF1AKMT3	3.773129	0.48202384
EEF1AKNMT	5.875653	0.53282595
EEF1B2	7.863425	0.5885095
EEF1D	6.2090006	0.6545734
EEF1DP3	0.0	1e-06
EEF1E1	2.627916	0.5459679
EEF1G	0.0009460447	0.007689217
EEF2	11.118464	0.66980916
EEF2K	6.071922	0.64391845
EEF2KMT	3.247205	0.48776394
EEFSEC	4.5104194	0.5180063
EEPD1	3.4526818	0.7223118
EFCAB1	0.6662697	0.7641574
EFCAB11	3.4018693	0.66521645
EFCAB12	1.8321295	1.1010256
EFCAB13	1.6046499	0.7051866
EFCAB14	7.3567348	0.55443764
EFCAB2	3.074475	0.78582984
EFCAB3	0.048112225	0.28527558
EFCAB5	0.32732135	0.36438683
EFCAB6	1.939346	0.8038146
EFCAB7	3.1513004	0.5736974
EFCAB8	0.23493375	0.23696399
EFCAB9	0.019986179	0.039095227
EFCC1	2.530452	1.3788753
EFEMP1	6.042736	1.4955524
EFEMP2	5.478071	0.9287596
EFHB	0.72373116	0.52200836
EFHC1	4.472018	0.8111961
EFHC2	1.4802173	0.9182278
EFHD1	7.791389	1.4479815
EFHD2	5.7498684	0.7771647
EFL1	5.185438	0.5002255
EFNA1	6.9573236	0.8310774
EFNA2	0.36466664	0.59962213
EFNA3	3.260238	1.2289897
EFNA4	4.2835975	0.9624075
EFNA5	3.891405	1.5886086
EFNB1	4.66719	0.74099773
EFNB2	4.1766024	0.9255629
EFNB3	2.434585	1.1688721
EFR3A	6.9064765	0.7502769
EFR3B	3.1257377	1.2108824
EFS	4.698373	1.2871234
EFTUD2	6.792483	0.47882527
EGF	2.756182	1.5459902
EGFEM1P	0.059572306	0.11742208
EGFL6	2.1246502	1.1790365
EGFL7	4.484358	1.1903948
EGFL8	0.6904991	0.431696
EGFLAM	3.3137755	0.82719374
EGFR	4.7230835	1.654936
EGLN1	2.072476	0.687182
EGLN2	2.7846017	1.1039327
EGLN3	4.9847393	1.4000177
EGR1	7.1823306	1.584663
EGR2	3.9593964	1.2734276
EGR3	3.9736547	1.6548871
EGR4	0.28711239	0.53810984
EHBP1	4.9456577	0.6199716
EHD1	6.207535	0.663551
EHD2	6.439823	0.9252404
EHD3	4.1757174	0.7112818
EHD4	5.9772806	0.49487287
EHF	6.9909487	1.9387912
EHHADH	3.364272	0.8195118
EHMT1	6.1729937	0.5069248
EHMT2	5.934703	0.54927015
EI24	7.07661	0.51475275
EID1	7.174555	0.6631156
EID2	3.8770008	0.48690602
EID2B	1.341197	0.46651837
EID3	1.2467064	0.56105477
EIF1	8.911688	0.47290158
EIF1AD	5.1319075	0.42854416
EIF1AX	6.5521874	0.50988615
EIF1AY	0.059883222	0.489851
EIF1B	5.046146	0.44663268
EIF2A	6.7502537	0.41151455
EIF2AK1	8.005816	0.44688976
EIF2AK2	6.709985	0.7452331
EIF2AK3	5.16628	0.5867198
EIF2AK4	6.26437	0.5304632
EIF2B1	5.8471456	0.37118733
EIF2B2	4.433904	0.40224227
EIF2B4	5.2609982	0.40915248
EIF2B5	6.2443905	0.40209362
EIF2D	6.058986	0.63405305
EIF2S1	6.4126663	0.45278192
EIF2S2	6.5673857	0.50934136
EIF2S3	8.300114	0.4980115
EIF3A	8.065826	0.6119723
EIF3B	7.841235	0.53241336
EIF3C	3.3884842	0.7243992
EIF3D	7.6762266	0.48634368
EIF3E	8.317732	0.67540157
EIF3F	7.1887865	0.45749906
EIF3G	6.593071	0.6182705
EIF3H	8.44159	0.7567881
EIF3I	7.665721	0.48070312
EIF3IP1	0.038252015	0.088317454
EIF3J	6.292321	0.43368098
EIF3J-DT	3.0225914	0.6247737
EIF3K	7.147822	0.57368094
EIF3L	6.8178596	0.78498787
EIF3M	6.748182	0.51168483
EIF4A1	1.308709	0.6389965
EIF4A2	8.281165	0.5517778
EIF4A3	6.875677	0.56818426
EIF4B	8.365512	0.5512038
EIF4E	5.24895	0.50964254
EIF4E1B	0.25712186	0.6133291
EIF4E2	5.983074	0.35452914
EIF4E3	4.992011	0.7846053
EIF4EBP1	5.3451037	1.1800737
EIF4EBP2	7.583879	0.49531665
EIF4EBP3	0.6001845	0.34960067
EIF4ENIF1	4.8618784	0.3957464
EIF4G1	8.851017	0.4918882
EIF4G2	9.888041	0.51717985
EIF4G3	6.5333147	0.59517914
EIF4H	7.824374	0.37178716
EIF5	7.6743627	0.5102836
EIF5A	7.7037954	0.6227737
EIF5A2	2.7666626	0.7662509
EIF5AL1	1.4897233	1.0448071
EIF5B	7.632885	0.52569324
EIF6	5.889162	0.5775359
EIPR1	4.7260413	0.46001264
ELAC1	2.2338252	0.5912269
ELAC2	6.100176	0.44151756
ELANE	0.13632394	0.21277563
ELAVL1	6.6755977	0.3323871
ELAVL2	1.5610998	1.1787094
ELAVL3	0.1760412	0.6056425
ELAVL4	0.46647176	0.49492723
ELF1	6.403745	0.75950927
ELF2	5.438194	0.46655637
ELF3	6.779412	0.9413283
ELF4	5.138908	0.69756067
ELF5	3.0718138	2.377135
ELFN1	1.7619914	0.6098626
ELFN2	0.46745858	0.76355666
ELK1	5.521093	0.44548184
ELK3	5.8449883	0.6503821
ELK4	6.1234303	0.6156857
ELL	4.4617777	0.41450882
ELL2	5.755539	0.90454495
ELL3	0.26435065	0.19389166
ELMO1	4.22895	0.8267551
ELMO2	5.8164487	0.54520345
ELMO3	4.8352685	0.9669215
ELMOD1	0.28717718	0.31655473
ELMOD2	5.581559	0.6160152
ELMOD3	4.5244737	0.53415674
ELN	5.942722	1.8061596
ELOA	5.85586	0.4074145
ELOA2	0.052913543	0.17276406
ELOA3	0.0012328351	0.021044148
ELOB	7.053399	0.7570967
ELOC	5.7647557	0.65191656
ELOF1	5.602801	0.5559146
ELOVL1	6.53134	0.50393623
ELOVL2	3.857082	2.3944876
ELOVL2-AS1	0.9468687	1.0035013
ELOVL3	0.68191373	0.66633725
ELOVL4	1.6214536	0.9673033
ELOVL5	8.160974	1.1945975
ELOVL6	4.2984776	0.9788321
ELOVL7	3.177899	1.1401007
ELP1	5.901287	0.55408144
ELP2	7.3346252	1.1759382
ELP3	5.208363	0.5668444
ELP4	3.7605405	0.42500404
ELP5	4.602739	0.47878528
ELP6	4.5440803	0.45397505
ELSPBP1	0.0139068905	0.14553244
EMB	4.993502	1.2594054
EMC1	6.250382	0.47368935
EMC10	6.6320477	0.634358
EMC2	5.600299	0.5920945
EMC4	5.078821	0.43452993
EMC6	0.44608617	0.25705215
EMC7	5.708639	0.46261716
EMC8	4.470398	0.51703316
EMC9	3.3907611	0.72502255
EMCN	3.8832014	1.0080612
EMD	6.0727983	0.5084904
EME1	2.006365	0.8612956
EME2	3.6694455	1.041992
EMG1	5.112572	0.5862499
EMID1	3.086469	1.3356624
EMILIN1	6.020082	1.2727859
EMILIN2	3.8543918	0.93673855
EMILIN3	0.63074166	0.96596265
EML1	4.0483346	0.8324294
EML3	5.2714043	0.60287285
EML4	6.0718427	0.65035933
EML5	0.6096328	0.641566
EML6	1.408087	0.77159715
EMP1	7.2234945	0.98063695
EMP2	7.6485195	0.89868283
EMP3	4.6895003	0.8565881
EMSY	4.9501433	0.76149267
EMX1	1.064634	1.2240165
EMX2	1.0222194	0.62791276
EMX2OS	1.3810141	0.80136967
EN1	2.168124	1.8693374
EN2	0.47382346	0.7977018
ENAH	8.045878	0.8099263
ENAM	0.044071607	0.11316134
ENC1	6.155961	0.9002332
ENDOD1	5.821732	0.8848016
ENDOG	1.1529644	0.5757134
ENDOU	0.4134961	0.46153158
ENDOV	4.260444	0.7337316
ENG	6.6652255	0.7096318
ENGASE	4.3802743	0.8090683
ENHO	1.2807479	1.1939476
ENKD1	3.5872815	0.82866013
ENKUR	0.6513982	0.62170136
ENO1	9.646212	0.81488395
ENO1-AS1	0.14640309	0.13537334
ENO2	5.164262	1.3230919
ENO3	2.3635724	0.8261078
ENO4	0.66988695	0.41354913
ENOPH1	5.6807394	0.534485
ENOSF1	5.029273	0.7032244
ENOX1	2.3222544	0.96747
ENOX2	4.1339483	0.5053112
ENPEP	3.3381271	0.8643581
ENPP1	6.1546526	1.3933941
ENPP2	4.504768	1.2875712
ENPP3	1.4377098	1.1617825
ENPP4	4.6520834	1.0986006
ENPP5	5.1475244	1.5909387
ENPP6	0.7275573	0.58697695
ENPP7	0.07817468	0.16380037
ENSA	8.121764	0.5674875
ENTHD1	0.40605134	0.42268065
ENTPD1	5.1534586	0.59795535
ENTPD2	3.6994398	1.169037
ENTPD3	2.2341788	1.2747744
ENTPD4	5.616427	0.63486797
ENTPD5	5.2328987	1.2089099
ENTPD6	6.2608914	0.6108588
ENTPD7	4.8312626	0.6529837
ENTPD8	1.6979711	1.2944605
ENTR1	5.091331	0.47323662
ENY2	6.030892	0.5914658
EOGT	4.386023	0.67162573
EOMES	1.4856231	1.0691922
EP300	6.90543	0.70730567
EP400	6.0986047	0.53445625
EP400P1	3.7359886	0.626413
EPAS1	7.0884514	0.8700218
EPB41	5.749211	0.8336805
EPB41L1	6.494138	0.7257085
EPB41L2	5.832081	0.9442011
EPB41L3	5.0148187	1.0635195
EPB41L4A	2.9593406	1.1454235
EPB41L4A-AS1	3.9072988	0.7550557
EPB41L4A-DT	1.0321645	0.51271677
EPB41L4B	4.789037	0.98188436
EPB41L5	5.4179125	0.80555284
EPB42	0.06917126	0.16241957
EPC1	5.041333	0.4514451
EPC2	5.0441546	0.55412614
EPCAM	7.7701964	0.92005587
EPDR1	3.336936	1.0128663
EPG5	5.6214705	0.67644984
EPGN	0.5091931	0.752287
EPHA1	4.3362203	0.67626274
EPHA10	2.9583194	1.1154897
EPHA2	3.918581	0.87615263
EPHA3	2.265131	1.3056034
EPHA4	3.2781124	1.1083884
EPHA5	0.122020364	0.22389771
EPHA5-AS1	0.010324481	0.045083664
EPHA6	0.4026947	0.6699951
EPHA7	1.0310235	1.1669412
EPHA8	0.71027464	0.9715436
EPHB1	1.8187326	1.1221008
EPHB2	3.6641746	0.9201499
EPHB3	6.0203924	1.2059299
EPHB4	6.8713384	0.80392134
EPHB6	2.5167842	1.3205076
EPHX1	7.2562256	0.8927843
EPHX2	4.725936	1.1659697
EPHX3	0.7648466	0.8956516
EPHX4	1.5867012	1.179997
EPM2A	3.0461097	0.548867
EPM2AIP1	5.577315	0.6982255
EPN1	6.824049	0.6430182
EPN2	4.294737	0.8606901
EPN3	5.0090137	1.1853076
EPO	0.4658416	0.84395427
EPOR	2.8209522	0.7677433
EPPIN	0.06828557	0.2785243
EPPK1	5.1646457	1.3649467
EPRS1	7.947314	0.64190286
EPS15	6.3915825	0.46419105
EPS15L1	5.8328843	0.5277235
EPS8	5.6796184	0.8753476
EPS8L1	5.0600395	1.1193585
EPS8L2	6.096238	0.87783605
EPS8L3	0.15638885	0.40894297
EPSTI1	4.2141776	1.1255949
EPX	0.3876085	0.29531854
EPYC	1.5178057	1.4042239
EQTN	0.030229645	0.066883825
ERAL1	5.7543054	0.6169786
ERAP1	5.9430547	0.78034323
ERAP2	4.707692	1.6991807
ERAS	0.09082618	0.12813824
ERBB2	8.631354	1.4927306
ERBB3	8.444645	0.9922804
ERBB4	4.6169662	2.24533
ERBIN	6.8382983	0.6650426
ERC1	6.139211	0.67863613
ERC2	0.5620184	0.5127189
ERCC1	5.645538	0.50256217
ERCC2	4.6015806	0.5243276
ERCC3	5.7734966	0.38611564
ERCC4	3.9021206	0.65251476
ERCC5	1.4339223	0.49923798
ERCC6	4.6389227	0.57075846
ERCC6L	2.8259606	0.93925416
ERCC6L2	4.4270024	0.6178849
ERCC8	3.4392347	0.45610514
EREG	0.74810743	1.2362423
ERF	5.5247316	0.63748026
ERG	3.8538325	0.8643841
ERGIC1	8.3432045	0.80546767
ERGIC2	5.635773	0.5503383
ERGIC3	7.970607	0.5309558
ERH	6.5308394	0.52962095
ERI1	4.252802	0.6478307
ERI2	4.235723	0.78479373
ERI3	5.825864	0.48777792
ERICH1	3.6485803	0.6181286
ERICH2	1.2912362	0.7658359
ERICH3	1.267388	1.4558253
ERICH5	0.47147065	0.7979562
ERICH6	0.16709907	0.1589287
ERICH6B	0.15683812	0.13993046
ERLEC1	6.561181	0.46657598
ERLIN1	5.6761785	0.4904325
ERLIN2	6.6930113	1.0203092
ERMAP	3.683352	0.56264794
ERMARD	4.4201345	0.5788663
ERMN	1.279574	0.9136445
ERMP1	6.768222	0.8920499
ERN1	5.2411337	0.79985094
ERN2	0.17006114	0.5335729
ERO1A	5.90465	0.7553181
ERO1B	4.074054	1.1487092
ERP27	3.7655196	1.5561482
ERP29	7.20135	0.5740578
ERP44	6.1902113	0.4446483
ERRFI1	6.0812683	0.9894147
ERV3-1	4.394053	1.1634362
ERVFRD-1	0.23826702	0.4319046
ERVK13-1	3.522217	0.8513401
ERVMER34-1	2.3583372	1.0831589
ERVV-1	0.18426003	0.43472177
ERVV-2	0.26184827	0.58984405
ERVW-1	0.24253115	0.3826973
ESAM	4.8412294	0.75997555
ESCO1	4.93238	0.53300595
ESCO2	2.9057355	0.9692731
ESD	6.2628226	0.49784726
ESF1	4.6192923	0.5955314
ESM1	3.236956	1.0519828
ESPL1	4.062195	1.094383
ESPN	4.0046577	1.5350808
ESPNL	0.67430985	0.71005595
ESPNP	0.2421135	0.34624898
ESR1	7.5522695	2.9494426
ESR2	0.6406529	0.39704162
ESRP1	7.288815	0.79611725
ESRP2	5.716256	0.7942606
ESRRA	4.4035096	0.7895104
ESRRB	0.5530438	0.6165341
ESRRG	2.7322512	1.542231
ESS2	4.254212	0.5338291
ESX1	0.049937084	0.2683589
ESYT1	7.2638288	0.5193222
ESYT2	7.313632	0.5518915
ESYT3	1.3104306	1.0061936
ETAA1	4.298741	0.48298717
ETDB	0.0029739754	0.013087155
ETF1	7.1676373	0.43885344
ETFA	6.072378	0.72885853
ETFB	3.3102846	0.9342827
ETFBKMT	2.6984088	0.6067815
ETFDH	4.466365	0.55646455
ETFRF1	4.1619277	0.5775572
ETHE1	4.1259747	0.58689666
